DGP,Intercept,Seed,BaseRate,p_null,Metric,USFG_by_aleatoric,USFG_by_epistemic
logistic,-0.764,13,0.40011954799614885,0.3023093761442099,NRC,0.12118452449313537,-0.011250701813328252
logistic,-0.764,13,0.40011954799614885,0.3023093761442099,decileZ(Comp),-0.01662640334457145,-0.060044208513407735
logistic,-0.764,13,0.40011954799614885,0.3023093761442099,decileZ(NRC),0.013259188198289884,-0.08669138011285427
logistic,-0.764,13,0.40011954799614885,0.3023093761442099,logit-frac,0.1353243839959187,-0.024620539806785628
logistic,-0.764,14,0.3867972916137813,0.3251098791626032,Comp_prob,-0.7964805358140344,-0.02462606312460577
logistic,-0.764,14,0.3867972916137813,0.3251098791626032,NRC,0.0038117342392809065,0.003592059124664919
logistic,-0.764,14,0.3867972916137813,0.3251098791626032,decileZ(Comp),-0.019773557656169075,-0.014215468830216666
logistic,-0.764,14,0.3867972916137813,0.3251098791626032,decileZ(NRC),-0.016423152680691153,-0.021050714574684187
logistic,-0.764,14,0.3867972916137813,0.3251098791626032,logit-frac,-0.03196656224061694,0.013988765582123303
logistic,-0.764,15,0.41521039956962297,0.3270107705841467,Comp_prob,-0.5235321178438266,0.013605551320875618
logistic,-0.764,15,0.41521039956962297,0.3270107705841467,NRC,-0.04870200573420766,0.00034064932772255216
logistic,-0.764,15,0.41521039956962297,0.3270107705841467,decileZ(Comp),-0.028558569512438473,0.053497891787787966
logistic,-0.764,15,0.41521039956962297,0.3270107705841467,decileZ(NRC),0.003622271075843042,0.01970447562900386
logistic,-0.764,15,0.41521039956962297,0.3270107705841467,logit-frac,-0.13939878809388942,0.037753404395193736
logistic,-1.145,0,0.33538896512754834,0.2509633844171527,Comp_prob,-1.2159294356159607,-0.03915447636679202
logistic,-1.145,0,0.33538896512754834,0.2509633844171527,NRC,-0.003738071089058166,0.030225886990905847
logistic,-1.145,0,0.33538896512754834,0.2509633844171527,decileZ(Comp),-0.05121696000383806,-0.05856842814290689
logistic,-1.145,0,0.33538896512754834,0.2509633844171527,decileZ(NRC),-0.014269305926450038,-0.03293896136075081
logistic,-1.145,0,0.33538896512754834,0.2509633844171527,logit-frac,-0.004749642307211117,0.038397279124036204
logistic,-1.145,1,0.3676518492986994,0.2500033092282754,Comp_prob,-0.8017555634104159,-0.017239726099000506
logistic,-1.145,1,0.3676518492986994,0.2500033092282754,NRC,-0.009883046244207255,0.022979569489959727
logistic,-1.145,1,0.3676518492986994,0.2500033092282754,decileZ(Comp),-0.03815814258885629,0.023494265143084832
logistic,-1.145,1,0.3676518492986994,0.2500033092282754,decileZ(NRC),0.010523037606405756,-0.019267633861618755
logistic,-1.145,1,0.3676518492986994,0.2500033092282754,logit-frac,-0.050197782720000084,0.023301686980763167
logistic,-1.145,2,0.3449555015080334,0.23281584702626593,Comp_prob,-0.9618802688381592,-0.07750742554235168
