Dataset,Variant,Method,Model,K,Comp,Suff,CompRandom,SuffRandom,Comp_beats_random
TAIWAN,logit,LIME,M1,12,0.4074863397181034,-0.07072658943012357,0.16780554900920833,0.12813500745705095,True
TAIWAN,logit,LIME,M2,2,0.1366392898838967,-0.02388950797356665,-0.023114735614995878,0.2575680680994774,True
TAIWAN,logit,LIME,M2,5,0.2299420575182885,-0.09409858797583728,-0.0300101417277765,0.15811849827899097,True
TAIWAN,logit,LIME,M2,7,0.26549994759913537,-0.11233830783609301,-0.028211487348773517,0.10667674809560686,True
TAIWAN,logit,LIME,M2,9,0.28676139417849483,-0.12635917890816928,-0.009968747869344952,0.06038027576959575,True
TAIWAN,logit,LIME,M2,12,0.26679034769907595,-0.11855511033302173,0.030570664196216967,0.007281031341815833,True
TAIWAN,logit,LIME,M3,2,0.1366392898838967,-0.02388950797356665,-0.023114735614995878,0.2575680680994774,True
TAIWAN,logit,LIME,M3,5,0.2299420575182885,-0.09409858797583728,-0.0300101417277765,0.15811849827899097,True
TAIWAN,logit,LIME,M3,7,0.26549994759913537,-0.11233830783609301,-0.028211487348773517,0.10667674809560686,True
TAIWAN,logit,LIME,M3,9,0.28676139417849483,-0.12635917890816928,-0.009968747869344952,0.06038027576959575,True
TAIWAN,logit,LIME,M3,12,0.26679034769907595,-0.11855511033302173,0.030570664196216967,0.007281031341815833,True
TAIWAN,logit,LIME,M4,2,0.13528969505615532,-0.030694618871435524,-0.027056543218738623,0.24897252996449823,True
TAIWAN,logit,LIME,M4,5,0.21893240731023253,-0.10470647082664072,-0.040735200252762296,0.14586560249816374,True
TAIWAN,logit,LIME,M4,7,0.2565947362985462,-0.11826879876991733,-0.04035460640920792,0.09108871283289045,True
TAIWAN,logit,LIME,M4,9,0.2635688597280532,-0.12076989394007251,-0.025475057994462987,0.04589051849617681,True
TAIWAN,logit,LIME,M4,12,0.2749041221216321,-0.11718827364314348,0.016549174969346495,-0.006300083311209846,True
TAIWAN,logit,LIME,M5,2,0.13805293906666338,-0.024800692247226835,-0.024201480398689454,0.24760376683186042,True
TAIWAN,logit,LIME,M5,5,0.20411961584165692,-0.0863254631748423,-0.03570285490882816,0.1482883969075265,True
TAIWAN,logit,LIME,M5,7,0.23308246146235614,-0.10656858198530972,-0.034730720480049056,0.0953857245866675,True
TAIWAN,logit,LIME,M5,9,0.23007418723404408,-0.1181102569559589,-0.018527262431554847,0.05116790065399255,True
TAIWAN,logit,LIME,M5,12,0.24488937141373754,-0.10993152913637459,0.02212658539113181,0.0004484579567288165,True
TAIWAN,norm,SHAP,M1,2,0.5870821289238043,0.6219058032767507,0.09940068712380525,0.9065379402723973,True
TAIWAN,norm,SHAP,M1,5,0.6768228162139038,0.31151186175972734,0.18882115433370739,0.7907081467990443,True
TAIWAN,norm,SHAP,M1,7,0.7138500840842731,0.2564856833925418,0.26680654304386076,0.6966086452260039,True
TAIWAN,norm,SHAP,M1,9,0.6660656482640543,0.18639058651166157,0.34278775909544335,0.6180117237027225,True
TAIWAN,norm,SHAP,M1,12,0.8060173382199902,0.18561198965052716,0.5005020242257325,0.4745146748619452,True
TAIWAN,norm,SHAP,M2,2,0.4851604443300794,0.562490288155197,0.09757892542185721,0.90713940994357,True
TAIWAN,norm,SHAP,M2,5,0.71736088659873,0.33462678573535715,0.2104449979918578,0.769620194475199,True
TAIWAN,norm,SHAP,M2,7,0.7974449289688039,0.30507296807212725,0.2996502810889563,0.6810306907327723,True
TAIWAN,norm,SHAP,M2,9,0.8856715449674158,0.22107987710554836,0.3718378754221007,0.6079182449104614,True
TAIWAN,norm,SHAP,M2,12,0.9302032474392514,0.16788900080095437,0.49384843996193484,0.47665888671834955,True
TAIWAN,norm,SHAP,M3,2,0.4851604443300794,0.562490288155197,0.09757892542185721,0.90713940994357,True
TAIWAN,norm,SHAP,M3,5,0.71736088659873,0.33462678573535715,0.2104449979918578,0.769620194475199,True
TAIWAN,norm,SHAP,M3,7,0.7974449289688039,0.30507296807212725,0.2996502810889563,0.6810306907327723,True
TAIWAN,norm,SHAP,M3,9,0.8856715449674158,0.22107987710554836,0.3718378754221007,0.6079182449104614,True
TAIWAN,norm,SHAP,M3,12,0.9302032474392514,0.16788900080095437,0.49384843996193484,0.47665888671834955,True
TAIWAN,norm,SHAP,M4,2,0.5411716862605874,0.4887954618914455,0.07714417549262607,0.9268968013480321,True
TAIWAN,norm,SHAP,M4,5,0.795194016791051,0.2911537436945895,0.1976678175469808,0.7884661555039995,True
TAIWAN,norm,SHAP,M4,7,0.8727301059075333,0.1993777211899339,0.2785139198884247,0.7009623196191925,True
TAIWAN,norm,SHAP,M4,9,0.9027027211944643,0.15154726865560236,0.37382620803711786,0.6176574190689142,True
TAIWAN,norm,SHAP,M4,12,0.9104198959452064,0.11430581594061177,0.5100490180970939,0.48276869770262903,True
TAIWAN,norm,SHAP,M5,2,0.5341761827346825,0.475809377467597,0.07428277373971907,0.9189606130984,True
TAIWAN,norm,SHAP,M5,5,0.7658143125496052,0.282965790322963,0.17823035589105604,0.7819756594842671,True
TAIWAN,norm,SHAP,M5,7,0.7939342160572476,0.240466541354579,0.2555493742881125,0.6868669871242412,True
TAIWAN,norm,SHAP,M5,9,0.8435726302265004,0.1822203539107545,0.3506364571215497,0.6039422186115149,True
TAIWAN,norm,SHAP,M5,12,0.8907517546987256,0.1216287286205594,0.4859603351871272,0.47442795273416366,True
TAIWAN,norm,LIME,M1,2,0.21531663907436757,0.8397607658893615,0.09940068712380525,0.9065379402723973,True
TAIWAN,norm,LIME,M1,5,0.33632380143573853,0.5909042009400861,0.18882115433370739,0.7907081467990443,True
TAIWAN,norm,LIME,M1,7,0.5238299684025556,0.49711711061956826,0.26680654304386076,0.6966086452260039,True
TAIWAN,norm,LIME,M1,9,0.5831152459535526,0.3908086799435978,0.34278775909544335,0.6180117237027225,True
TAIWAN,norm,LIME,M1,12,0.6901717856774576,0.25677882157314813,0.5005020242257325,0.4745146748619452,True
TAIWAN,norm,LIME,M2,2,0.39822961386240785,0.6145967322284269,0.09757892542185721,0.90713940994357,True
TAIWAN,norm,LIME,M2,5,0.6061674175518584,0.42238070348423146,0.2104449979918578,0.769620194475199,True
TAIWAN,norm,LIME,M2,7,0.6932985383385658,0.30888342937618696,0.2996502810889563,0.6810306907327723,True
TAIWAN,norm,LIME,M2,9,0.7705424868045643,0.25338034466006476,0.3718378754221007,0.6079182449104614,True
TAIWAN,norm,LIME,M2,12,0.831941365463412,0.18912658979277866,0.49384843996193484,0.47665888671834955,True
TAIWAN,norm,LIME,M3,2,0.39822961386240785,0.6145967322284269,0.09757892542185721,0.90713940994357,True
TAIWAN,norm,LIME,M3,5,0.6061674175518584,0.42238070348423146,0.2104449979918578,0.769620194475199,True
TAIWAN,norm,LIME,M3,7,0.6932985383385658,0.30888342937618696,0.2996502810889563,0.6810306907327723,True
TAIWAN,norm,LIME,M3,9,0.7705424868045643,0.25338034466006476,0.3718378754221007,0.6079182449104614,True
TAIWAN,norm,LIME,M3,12,0.831941365463412,0.18912658979277866,0.49384843996193484,0.47665888671834955,True
TAIWAN,norm,LIME,M4,2,0.47125613445566317,0.5272577319993897,0.07714417549262607,0.9268968013480321,True
TAIWAN,norm,LIME,M4,5,0.6689784831239698,0.3778885262161728,0.1976678175469808,0.7884661555039995,True
TAIWAN,norm,LIME,M4,7,0.7400324919599948,0.3181731563508444,0.2785139198884247,0.7009623196191925,True
TAIWAN,norm,LIME,M4,9,0.779292636130149,0.2669951778980081,0.37382620803711786,0.6176574190689142,True
TAIWAN,norm,LIME,M4,12,0.8379637980268553,0.18982939812285565,0.5100490180970939,0.48276869770262903,True
TAIWAN,norm,LIME,M5,2,0.45617034784489574,0.5568512538778109,0.07428277373971907,0.9189606130984,True
TAIWAN,norm,LIME,M5,5,0.647318300577442,0.368187384414841,0.17823035589105604,0.7819756594842671,True
TAIWAN,norm,LIME,M5,7,0.707392829942828,0.3211579218673183,0.2555493742881125,0.6868669871242412,True
TAIWAN,norm,LIME,M5,9,0.7642612283448682,0.26438912705122447,0.3506364571215497,0.6039422186115149,True
TAIWAN,norm,LIME,M5,12,0.8432634946492578,0.1769528769304649,0.4859603351871272,0.47442795273416366,True
GMSC,prob,SHAP,M1,1,0.0653584075521212,0.040432894941812264,0.00788719658999355,0.07976372295952479,True
GMSC,prob,SHAP,M1,2,0.09177940056240186,0.0054538383264007275,0.014489739414567908,0.07045975493773221,True
GMSC,prob,SHAP,M1,3,0.09841019188062637,-0.014774353932734812,0.023079852143782317,0.06078315086811824,True
GMSC,prob,SHAP,M1,4,0.09724053206533427,-0.026860530595222372,0.03295669529386623,0.05066112988302848,True
GMSC,prob,SHAP,M1,5,0.09461840157673578,-0.022772933061081857,0.04201996773677672,0.04169525624739779,True
GMSC,prob,SHAP,M2,1,0.06197949969640467,0.008511856744880787,0.004997493405349587,0.06756674103015485,True
GMSC,prob,SHAP,M2,2,0.07855949723045341,-0.010557002602610737,0.010731938923924418,0.05861752782667736,True
GMSC,prob,SHAP,M2,3,0.08465878037468065,-0.01046805569215212,0.01778702916449521,0.04969238784191657,True
GMSC,prob,SHAP,M2,4,0.08100072002632078,-0.00823986984079238,0.025218237968962966,0.04102668896361684,True
GMSC,prob,SHAP,M2,5,0.07869061917613726,-0.0071253068537916985,0.032681333548664045,0.03346893350894061,True
GMSC,prob,SHAP,M3,1,0.06197949969640467,0.008511856744880787,0.004997493405349587,0.06756674103015485,True
GMSC,prob,SHAP,M3,2,0.07855949723045341,-0.010557002602610737,0.010731938923924418,0.05861752782667736,True
GMSC,prob,SHAP,M3,3,0.08465878037468065,-0.01046805569215212,0.01778702916449521,0.04969238784191657,True
GMSC,prob,SHAP,M3,4,0.08100072002632078,-0.00823986984079238,0.025218237968962966,0.04102668896361684,True
GMSC,prob,SHAP,M3,5,0.07869061917613726,-0.0071253068537916985,0.032681333548664045,0.03346893350894061,True
GMSC,prob,SHAP,M4,1,0.055993512469343844,0.00898644050094299,0.004447728577169528,0.06429493714387535,True
GMSC,prob,SHAP,M4,2,0.07416894619213417,-0.009730030004167929,0.009943605343412855,0.0556106565770333,True
GMSC,prob,SHAP,M4,3,0.07946449061692692,-0.00990128502389416,0.016527616860992567,0.04689824813069026,True
GMSC,prob,SHAP,M4,4,0.07702571066073143,-0.009560467800823971,0.023549984850797956,0.03853546092452598,True
GMSC,prob,SHAP,M4,5,0.07407956593343988,-0.007882771105039864,0.030500078658685197,0.03120712520093548,True
GMSC,prob,SHAP,M5,1,0.05801664532115683,0.008888451207662,0.004570412843745544,0.06596628857597533,True
GMSC,prob,SHAP,M5,2,0.07663644316187128,-0.010149297198513523,0.010186053870159412,0.05705112457279574,True
GMSC,prob,SHAP,M5,3,0.08145324581721798,-0.009941388692008332,0.01704922204027389,0.04812153643787678,True
GMSC,prob,SHAP,M5,4,0.07899713404825888,-0.009560429458506405,0.024254245022095347,0.039548844869325646,True
GMSC,prob,SHAP,M5,5,0.07607067336118781,-0.007641178696649149,0.03144479575080368,0.03207963368972651,True
GMSC,prob,LIME,M1,1,0.028414953601080924,0.06485770467328257,0.00788719658999355,0.07976372295952479,True
GMSC,prob,LIME,M1,2,0.05014349462650716,0.04896203094403609,0.014489739414567908,0.07045975493773221,True
GMSC,prob,LIME,M1,3,0.07855968803027645,0.02791319811125868,0.023079852143782317,0.06078315086811824,True
GMSC,prob,LIME,M1,4,0.08860860971391958,0.007845417940683547,0.03295669529386623,0.05066112988302848,True
GMSC,prob,LIME,M1,5,0.08634889685965026,-0.00019364423511433415,0.04201996773677672,0.04169525624739779,True
GMSC,prob,LIME,M2,1,0.027210728984326124,0.03861487861070782,0.004997493405349587,0.06756674103015485,True
GMSC,prob,LIME,M2,2,0.04359841724298894,0.02570891702082008,0.010731938923924418,0.05861752782667736,True
GMSC,prob,LIME,M2,3,0.06375442037265748,0.01720301652699709,0.01778702916449521,0.04969238784191657,True
GMSC,prob,LIME,M2,4,0.06962078976025805,0.008527090287767351,0.025218237968962966,0.04102668896361684,True
GMSC,prob,LIME,M2,5,0.07495047498785425,0.000265701052849181,0.032681333548664045,0.03346893350894061,True
GMSC,prob,LIME,M3,1,0.027210728984326124,0.03861487861070782,0.004997493405349587,0.06756674103015485,True
GMSC,prob,LIME,M3,2,0.04359841724298894,0.02570891702082008,0.010731938923924418,0.05861752782667736,True
GMSC,prob,LIME,M3,3,0.06375442037265748,0.01720301652699709,0.01778702916449521,0.04969238784191657,True
GMSC,prob,LIME,M3,4,0.06962078976025805,0.008527090287767351,0.025218237968962966,0.04102668896361684,True
GMSC,prob,LIME,M3,5,0.07495047498785425,0.000265701052849181,0.032681333548664045,0.03346893350894061,True
GMSC,prob,LIME,M4,1,0.01488392686471343,0.04522523322841152,0.004447728577169528,0.06429493714387535,True
GMSC,prob,LIME,M4,2,0.03761112921871245,0.025415838609449567,0.009943605343412855,0.0556106565770333,True
GMSC,prob,LIME,M4,3,0.05754185609193519,0.01740847397549078,0.016527616860992567,0.04689824813069026,True
GMSC,prob,LIME,M4,4,0.062102673038840296,0.009325734665850178,0.023549984850797956,0.03853546092452598,True
GMSC,prob,LIME,M4,5,0.0654355098742526,0.004381397436838597,0.030500078658685197,0.03120712520093548,True
GMSC,prob,LIME,M5,1,0.014353840885683894,0.04763896790076978,0.004570412843745544,0.06596628857597533,True
GMSC,prob,LIME,M5,2,0.039265400495380166,0.02577788230846636,0.010186053870159412,0.05705112457279574,True
GMSC,prob,LIME,M5,3,0.059358167910948396,0.017618056757608427,0.01704922204027389,0.04812153643787678,True
GMSC,prob,LIME,M5,4,0.06497565601207315,0.009194158221362159,0.024254245022095347,0.039548844869325646,True
GMSC,prob,LIME,M5,5,0.06970608586189338,0.002280983813107014,0.03144479575080368,0.03207963368972651,True
GMSC,logit,SHAP,M1,1,0.43121679173689337,0.21894329701922835,0.026625105823230116,0.8241942814375507,True
GMSC,logit,SHAP,M1,2,0.7240586378127336,-0.06201580050587654,0.05971252068452304,0.6519070575910155,True
GMSC,logit,SHAP,M1,3,0.8648278642967343,-0.17355956368893385,0.12047797775996151,0.49980958333588205,True
GMSC,logit,SHAP,M1,4,0.9044046401232481,-0.22529093326255678,0.1955046516481234,0.3739921674428042,True
GMSC,logit,SHAP,M1,5,0.8993105080127716,-0.1862767766881734,0.2825388004877605,0.27361223375296684,True
GMSC,logit,SHAP,M2,1,0.4985857350751758,-0.040171810295432805,0.013110651823852095,0.6907482545773964,True
GMSC,logit,SHAP,M2,2,0.6984902129843831,-0.17442731850687415,0.04220024339747033,0.5456303209363832,True
GMSC,logit,SHAP,M2,3,0.7657600250542164,-0.13307801106595435,0.08928341312291013,0.41608356257434936,True
GMSC,logit,SHAP,M2,4,0.7709671475887299,-0.09209555291582365,0.14710930709473177,0.3119825540261227,True
GMSC,logit,SHAP,M2,5,0.7785911926850676,-0.08588123237434775,0.21646862463769503,0.22825061793194618,True
GMSC,logit,SHAP,M3,1,0.4985857350751758,-0.040171810295432805,0.013110651823852095,0.6907482545773964,True
GMSC,logit,SHAP,M3,2,0.6984902129843831,-0.17442731850687415,0.04220024339747033,0.5456303209363832,True
GMSC,logit,SHAP,M3,3,0.7657600250542164,-0.13307801106595435,0.08928341312291013,0.41608356257434936,True
GMSC,logit,SHAP,M3,4,0.7709671475887299,-0.09209555291582365,0.14710930709473177,0.3119825540261227,True
GMSC,logit,SHAP,M3,5,0.7785911926850676,-0.08588123237434775,0.21646862463769503,0.22825061793194618,True
GMSC,logit,SHAP,M4,1,0.388050748616457,-0.016057672951370477,0.010368746121289973,0.5931124122932088,True
GMSC,logit,SHAP,M4,2,0.5682607323005795,-0.1400562872365117,0.03636629921461281,0.4693761411666637,True
GMSC,logit,SHAP,M4,3,0.6335634312480688,-0.11963799512851983,0.07700843175451155,0.35853182066313455,True
GMSC,logit,SHAP,M4,4,0.6306724444776773,-0.09308006704039871,0.12724085206812014,0.26737540808613997,True
GMSC,logit,SHAP,M4,5,0.6334051736146211,-0.07902293847687543,0.18620373723603553,0.19530182159270043,True
GMSC,logit,SHAP,M5,1,0.40897481742873787,-0.02183491831505671,0.01131694079996123,0.6006646394653944,True
GMSC,logit,SHAP,M5,2,0.5937789900749921,-0.14345853964425623,0.03874890843582398,0.4766240936042741,True
GMSC,logit,SHAP,M5,3,0.6518181410953402,-0.11766259026248008,0.08148227334319927,0.3656085127652623,True
GMSC,logit,SHAP,M5,4,0.6548778509348631,-0.09163304531387985,0.13240517438173993,0.2737335690023319,True
GMSC,logit,SHAP,M5,5,0.6509718882739544,-0.0730489008994773,0.1926377411913945,0.2012738298010081,True
GMSC,logit,LIME,M1,1,0.13955176461394878,0.6648321001362055,0.026625105823230116,0.8241942814375507,True
GMSC,logit,LIME,M1,2,0.269151263166219,0.47986939107067883,0.05971252068452304,0.6519070575910155,True
GMSC,logit,LIME,M1,3,0.5957153500188143,0.17701630269549787,0.12047797775996151,0.49980958333588205,True
GMSC,logit,LIME,M1,4,0.7939480867311358,0.07439621812291443,0.1955046516481234,0.3739921674428042,True
GMSC,logit,LIME,M1,5,0.7949513748884202,-0.0004313753880560398,0.2825388004877605,0.27361223375296684,True
GMSC,logit,LIME,M2,1,0.14713092316687107,0.4349487195275724,0.013110651823852095,0.6907482545773964,True
GMSC,logit,LIME,M2,2,0.26473422651365397,0.2814495854834095,0.04220024339747033,0.5456303209363832,True
GMSC,logit,LIME,M2,3,0.452243304759264,0.16698817349178716,0.08928341312291013,0.41608356257434936,True
GMSC,logit,LIME,M2,4,0.5557030446790159,0.01721028972044587,0.14710930709473177,0.3119825540261227,True
GMSC,logit,LIME,M2,5,0.7299773201607168,-0.09718586628325283,0.21646862463769503,0.22825061793194618,True
GMSC,logit,LIME,M3,1,0.14713092316687107,0.4349487195275724,0.013110651823852095,0.6907482545773964,True
GMSC,logit,LIME,M3,2,0.26473422651365397,0.2814495854834095,0.04220024339747033,0.5456303209363832,True
GMSC,logit,LIME,M3,3,0.452243304759264,0.16698817349178716,0.08928341312291013,0.41608356257434936,True
GMSC,logit,LIME,M3,4,0.5557030446790159,0.01721028972044587,0.14710930709473177,0.3119825540261227,True
GMSC,logit,LIME,M3,5,0.7299773201607168,-0.09718586628325283,0.21646862463769503,0.22825061793194618,True
GMSC,logit,LIME,M4,1,0.06365878012403846,0.45857040827721357,0.010368746121289973,0.5931124122932088,True
GMSC,logit,LIME,M4,2,0.20608119777217507,0.2538566968925297,0.03636629921461281,0.4693761411666637,True
GMSC,logit,LIME,M4,3,0.37490328635275366,0.14840143539384007,0.07700843175451155,0.35853182066313455,True
GMSC,logit,LIME,M4,4,0.4312048612460494,0.03737727450579405,0.12724085206812014,0.26737540808613997,True
GMSC,logit,LIME,M4,5,0.4951714348644018,-0.014549444769509137,0.18620373723603553,0.19530182159270043,True
GMSC,logit,LIME,M5,1,0.05596418793126941,0.46082634668564426,0.01131694079996123,0.6006646394653944,True
GMSC,logit,LIME,M5,2,0.2132678011059761,0.25147133916709574,0.03874890843582398,0.4766240936042741,True
GMSC,logit,LIME,M5,3,0.3828946965560317,0.14869064812362193,0.08148227334319927,0.3656085127652623,True
GMSC,logit,LIME,M5,4,0.4621859514564276,0.02937312104459852,0.13240517438173993,0.2737335690023319,True
GMSC,logit,LIME,M5,5,0.552139504045248,-0.046402878413442525,0.1926377411913945,0.2012738298010081,True
GMSC,norm,SHAP,M1,1,0.5184186489404352,0.5182995187232776,0.06964136630396363,0.9307054715304311,True
GMSC,norm,SHAP,M1,2,0.7480666191069595,0.3549301465937614,0.17903571074479913,0.839861318170161,True
GMSC,norm,SHAP,M1,3,0.8179729021995085,0.19449594802596917,0.27178825758681424,0.7492879285089923,True
GMSC,norm,SHAP,M1,4,0.8927194288596603,0.042048850895930065,0.3908651254752656,0.6302791114196736,True
GMSC,norm,SHAP,M1,5,0.9009008426721511,0.023634199835564022,0.48983536651864873,0.5218320868599257,True
GMSC,norm,SHAP,M2,1,0.48804530793698897,0.4719432739653023,0.07180016453465801,0.8972750893416548,True
GMSC,norm,SHAP,M2,2,0.6271960419564597,0.2703555003590816,0.16696632308846832,0.7940956702980132,True
GMSC,norm,SHAP,M2,3,0.7240274723938531,0.1966517251447107,0.2559624374746373,0.685203227264261,True
GMSC,norm,SHAP,M2,4,0.8078490382194453,0.12082189413204426,0.3591707673520368,0.576779266952056,True
GMSC,norm,SHAP,M2,5,0.8562707123757862,0.09454980230307083,0.4608144638852841,0.475798839998792,True
GMSC,norm,SHAP,M3,1,0.48804530793698897,0.4719432739653023,0.07180016453465801,0.8972750893416548,True
GMSC,norm,SHAP,M3,2,0.6271960419564597,0.2703555003590816,0.16696632308846832,0.7940956702980132,True
GMSC,norm,SHAP,M3,3,0.7240274723938531,0.1966517251447107,0.2559624374746373,0.685203227264261,True
GMSC,norm,SHAP,M3,4,0.8078490382194453,0.12082189413204426,0.3591707673520368,0.576779266952056,True
GMSC,norm,SHAP,M3,5,0.8562707123757862,0.09454980230307083,0.4608144638852841,0.475798839998792,True
GMSC,norm,SHAP,M4,1,0.5019219985813707,0.5100939246849004,0.09161936307244971,0.898435243015995,True
GMSC,norm,SHAP,M4,2,0.6742351301004001,0.31296275290105174,0.18393884219632609,0.7987525031452503,True
GMSC,norm,SHAP,M4,3,0.7626018086558881,0.2281150315553953,0.2887466109384654,0.6917022405857481,True
GMSC,norm,SHAP,M4,4,0.8236408684186396,0.159544495670201,0.39499104996442497,0.5865240336853836,True
GMSC,norm,SHAP,M4,5,0.8742048837156564,0.11665747211522991,0.4930710065762302,0.4958092830524888,True
GMSC,norm,SHAP,M5,1,0.4821026467247651,0.5358196003424296,0.09625835683169738,0.8997513273063057,True
GMSC,norm,SHAP,M5,2,0.644065907876156,0.3427411742982386,0.19129237213837572,0.7961141284339966,True
GMSC,norm,SHAP,M5,3,0.7592271447738981,0.23798070708285027,0.29741211572731646,0.6936571016796054,True
GMSC,norm,SHAP,M5,4,0.8400034552903666,0.16111445127228038,0.40430439216651515,0.5831350719232141,True
GMSC,norm,SHAP,M5,5,0.8983110581500406,0.11702131735072802,0.501639143207018,0.4922069478221841,True
GMSC,norm,LIME,M1,1,0.1390345296571345,0.8998275920939685,0.06964136630396363,0.9307054715304311,True
GMSC,norm,LIME,M1,2,0.23109363146162895,0.7876462825396088,0.17903571074479913,0.839861318170161,True
GMSC,norm,LIME,M1,3,0.46309206196698205,0.582186030402055,0.27178825758681424,0.7492879285089923,True
GMSC,norm,LIME,M1,4,0.7122280586988657,0.3147392125995477,0.3908651254752656,0.6302791114196736,True
GMSC,norm,LIME,M1,5,0.854122443500124,0.1160995895327023,0.48983536651864873,0.5218320868599257,True
GMSC,norm,LIME,M2,1,0.1475561435420542,0.8364168625521415,0.07180016453465801,0.8972750893416548,True
GMSC,norm,LIME,M2,2,0.2596088840261036,0.720175423107966,0.16696632308846832,0.7940956702980132,True
GMSC,norm,LIME,M2,3,0.4476326095219291,0.5378984341692029,0.2559624374746373,0.685203227264261,True
GMSC,norm,LIME,M2,4,0.6174657144796751,0.3385692637540412,0.3591707673520368,0.576779266952056,True
GMSC,norm,LIME,M2,5,0.7362116240050423,0.18558463701529718,0.4608144638852841,0.475798839998792,True
GMSC,norm,LIME,M3,1,0.1475561435420542,0.8364168625521415,0.07180016453465801,0.8972750893416548,True
GMSC,norm,LIME,M3,2,0.2596088840261036,0.720175423107966,0.16696632308846832,0.7940956702980132,True
GMSC,norm,LIME,M3,3,0.4476326095219291,0.5378984341692029,0.2559624374746373,0.685203227264261,True
GMSC,norm,LIME,M3,4,0.6174657144796751,0.3385692637540412,0.3591707673520368,0.576779266952056,True
GMSC,norm,LIME,M3,5,0.7362116240050423,0.18558463701529718,0.4608144638852841,0.475798839998792,True
GMSC,norm,LIME,M4,1,0.0985992376988842,0.8842296773284637,0.09161936307244971,0.898435243015995,True
GMSC,norm,LIME,M4,2,0.2291038308951467,0.7602618078572964,0.18393884219632609,0.7987525031452503,True
GMSC,norm,LIME,M4,3,0.47482645033358484,0.5458960674133467,0.2887466109384654,0.6917022405857481,True
GMSC,norm,LIME,M4,4,0.6024415287086519,0.3986051657306965,0.39499104996442497,0.5865240336853836,True
GMSC,norm,LIME,M4,5,0.7119738814797749,0.2862187448739459,0.4930710065762302,0.4958092830524888,True
GMSC,norm,LIME,M5,1,0.10915800577095462,0.8708240251075645,0.09625835683169738,0.8997513273063057,True
GMSC,norm,LIME,M5,2,0.235809983764061,0.7494501054486409,0.19129237213837572,0.7961141284339966,True
GMSC,norm,LIME,M5,3,0.47914878377332865,0.5400773615947081,0.29741211572731646,0.6936571016796054,True
GMSC,norm,LIME,M5,4,0.6099004464478769,0.4174587036710446,0.40430439216651515,0.5831350719232141,True
GMSC,norm,LIME,M5,5,0.7046625622306983,0.31570260647688614,0.501639143207018,0.4922069478221841,True
